"ACAD_PLAN"	"ACAD_PLAN_EFFDT"	"ACAD_PLAN_EFF_STATUS"	"ACAD_PLAN_DESCR"	"ACAD_PLAN_TYPE"	"ACAD_PLAN_TYPE_DESCRSHORT"	"ACAD_PROG"	"CIP_CODE"	"CIP_DESCR"	"CIP_DESCR254"	"HEGIS_CODE"	"HEGIS_DESCR"	"HEGIS_DESCR60"	"ACAD_CAREER"	"STUDY_FIELD"	"STUDY_FIELD_DESCRSHORT"	"STUDY_FIELD_DESCRFORMAL"	"DEGREE"	"TRNSCR_DESCR"	"RACK_DIVSN_CD"	"RACK_DIVSN_DESCR"	"CIP_ALTERNATIVE_CD"	"CIP_ALTERNATIVE_DESCR"	"CIP_ALTERNATIVE_DESCRSHORT"	"LAST_ADM_TERM"	"LAST_ADM_TERM_DESCRSHORT"
"MSBMA"	01-JAN-01	"A"	"Minor -Museum Studies BMusA"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UMUS"	"5410"	"Museum Stu"	"Museum Studies"	"BMA"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBMU"	01-JAN-01	"A"	"Minor -Museum Studies BMus"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UMUS"	"5410"	"Museum Stu"	"Museum Studies"	"BMU"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBNU"	01-JAN-01	"A"	"Minor -Museum Studies BS"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UNUR"	"5410"	"Museum Stu"	"Museum Studies"	"BNU"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBS"	01-JAN-01	"A"	"Minor -Museum Studies BS"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UKIN"	"5410"	"Museum Stu"	"Museum Studies"	"BS"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSAUP"	01-JAN-01	"A"	"Minor -Museum Studies BS"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UARC"	"5410"	"Museum Stu"	"Museum Studies"	"BS"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSDH"	01-JAN-01	"A"	"Minor -Museum Studies BS"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UDH"	"5410"	"Museum Stu"	"Museum Studies"	"BS"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSEAER"	01-JAN-01	"A"	"Minor -Museum Studies BSE Aero"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BSA"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSEAOS"	01-JAN-01	"A"	"Minor -Museum Studies BSE AOSS"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BSX"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSEBE"	01-JAN-01	"A"	"Minor -Museum Studies BSE BioE"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BME"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSECE"	01-JAN-01	"A"	"Minor -Museum Studies BSE C&E"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BSI"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSECHE"	01-JAN-01	"A"	"Minor -Museum St BSE Chem E"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BSH"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSECIV"	01-JAN-01	"A"	"Minor -Museum Studies BSE CivE"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BSV"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSECOM"	01-JAN-01	"A"	"Minor -Museum St BSE Comp E"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BSU"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSECS"	01-JAN-01	"A"	"Minor -Museum St BSE Comp S"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BCO"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSEDS"	01-JAN-01	"A"	"Minor -Museum Studies BSE DS"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BSE"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSEELE"	01-JAN-01	"A"	"Minor -Museum St BSE Elec E"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BSL"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSEENV"	01-JAN-01	"A"	"Minor -Museum Studies BSE EnvE"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BEE"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSEEP"	01-JAN-01	"A"	"Minor -Museum St BSE E Phy"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BSP"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSEESS"	01-JAN-01	"A"	"Minor -Museum Studies BSE ESS"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BES"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSEIOP"	01-JAN-01	"A"	"Minor -Museum St BSE IndOp"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BSO"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSEMAT"	01-JAN-01	"A"	"Minor -Museum St BSE Mat Sc"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BSB"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSEMEC"	01-JAN-01	"A"	"Minor -Museum St BSE Mech E"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BSJ"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSENAV"	01-JAN-01	"A"	"Minor -Museum Studies BSE NAME"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BSQ"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSENER"	01-JAN-01	"A"	"Minor -Museum St BSE Nuc E"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BSR"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSENG"	01-JAN-01	"A"	"Minor -Museum Studies BS Eng"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UENG"	"5410"	"Museum Stu"	"Museum Studies"	"BSG"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSINF"	01-JAN-01	"A"	"Minor -Museum Studies BS"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UINF"	"5410"	"Museum Stu"	"Museum Studies"	"BS"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSLSA"	01-JAN-01	"A"	"Minor -Museum Studies BS"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"ULSA"	"5410"	"Museum Stu"	"Museum Studies"	"BS"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBSMUS"	01-JAN-01	"A"	"Minor -Museum Studies BS"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UMUS"	"5410"	"Museum Stu"	"Museum Studies"	"BS"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBTA"	01-JAN-01	"A"	"Minor -Museum Studies BTA"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UMUS"	"5410"	"Museum Stu"	"Museum Studies"	"BTA"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSCBDA"	01-JAN-01	"A"	"Minor -Movement Science BDA"	"MIN"	"Minor"	" "	"31.0505"	"Kinesiology and Exercise Scien"	"Kinesiology and Exercise Science"	"08.99"	"OTHER, EDUCATION"	"OTHER, EDUCATION"	"UMUS"	"5320"	"Movemnt Sc"	"Movement Science"	"BDA"	"Movement Science"	" "	" "	"131"	"Parks & Recreation"	"PrksRec"	" "	" "
"MSCBFAM"	01-JAN-01	"A"	"Minor -Movement Science BFA"	"MIN"	"Minor"	" "	"31.0505"	"Kinesiology and Exercise Scien"	"Kinesiology and Exercise Science"	"08.99"	"OTHER, EDUCATION"	"OTHER, EDUCATION"	"UMUS"	"5320"	"Movemnt Sc"	"Movement Science"	"BFA"	"Movement Science"	" "	" "	"131"	"Parks & Recreation"	"PrksRec"	" "	" "
"MSCBS"	01-JAN-01	"A"	"Minor -Movement Science BS"	"MIN"	"Minor"	" "	"31.0505"	"Kinesiology and Exercise Scien"	"Kinesiology and Exercise Science"	"08.99"	"OTHER, EDUCATION"	"OTHER, EDUCATION"	"UKIN"	"5320"	"Movemnt Sc"	"Movement Science"	"BS"	"Movement Science"	" "	" "	"131"	"Parks & Recreation"	"PrksRec"	" "	" "
"MUSAB"	01-JAN-01	"A"	"Minor -Music BA"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UKIN"	"5420"	"Music"	"Music"	"AB"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSABLSA"	01-JAN-01	"A"	"Minor -Music BA"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"ULSA"	"5420"	"Music"	"Music"	"AB"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSABPP"	01-JAN-01	"A"	"Minor - Music BA"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UPP"	"5420"	"Music"	"Music"	"AB"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSARTAB"	01-JAN-01	"A"	"Minor -Music BA"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UART"	"5420"	"Music"	"Music"	"AB"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSBBA"	01-JAN-01	"A"	"Minor -Music BBA"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UBA"	"5420"	"Music"	"Music"	"BBA"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSBFA"	01-JAN-01	"A"	"Minor -Music BFA"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UART"	"5420"	"Music"	"Music"	"BFA"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSBFAIP"	01-JAN-01	"A"	"Minor -Music BFA"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UJND"	"5420"	"Music"	"Music"	"BFA"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSBNU"	01-JAN-01	"A"	"Minor -Music BS"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UNUR"	"5420"	"Music"	"Music"	"BNU"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSBS"	01-JAN-01	"A"	"Minor -Music BS"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UKIN"	"5420"	"Music"	"Music"	"BS"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSBSAUP"	01-JAN-01	"A"	"Minor -Music BS"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UARC"	"5420"	"Music"	"Music"	"BS"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSBSCLSA"	01-JAN-01	"A"	"Minor -Music BSChem"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"ULSA"	"5420"	"Music"	"Music"	"BSC"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSBSDH"	01-JAN-01	"A"	"Minor -Music BS"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UDH"	"5420"	"Music"	"Music"	"BS"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSBSEAER"	01-JAN-01	"A"	"Minor -Music BSE Aero"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UENG"	"5420"	"Music"	"Music"	"BSA"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSBSEAOS"	01-JAN-01	"A"	"Minor -Music BSE AOS"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UENG"	"5420"	"Music"	"Music"	"BSX"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSBSEBE"	01-JAN-01	"A"	"Minor -Music BSE Bio E"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UENG"	"5420"	"Music"	"Music"	"BME"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSBSECE"	01-JAN-01	"A"	"Minor -Music BSE C & E"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UENG"	"5420"	"Music"	"Music"	"BSI"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSBSECHE"	01-JAN-01	"A"	"Minor -Music BSE ChemE"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UENG"	"5420"	"Music"	"Music"	"BSH"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSBSECIV"	01-JAN-01	"A"	"Minor -Music BSE Civ E"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UENG"	"5420"	"Music"	"Music"	"BSV"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"MUSBSECOM"	01-JAN-01	"A"	"Minor -Music BSE Comp E"	"MIN"	"Minor"	" "	"50.0901"	"Music, General"	"Music, General"	"10.05"	"MUSIC-LIBERAL ARTS PROG"	"MUSIC-LIBERAL ARTS PROG"	"UENG"	"5420"	"Music"	"Music"	"BSU"	"Music"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"PHILBSECOM"	04-JAN-06	"A"	"Minor -Philosophy BSE Comp E"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BSU"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSECS"	04-JAN-06	"A"	"Minor -Philosophy BSE Comp S"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BCO"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSEELE"	04-JAN-06	"A"	"Minor -Philosophy BSE Elec E"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BSL"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSEENV"	01-JAN-01	"A"	"Minor -Philosophy BSE EnvE"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BEE"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	" "	" "
"PHILBSEEP"	04-JAN-06	"A"	"Minor -Philosophy BSE E Phy"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BSP"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSEIOP"	04-JAN-06	"A"	"Minor -Philosophy BSE Ind Op"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BSO"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSEMAT"	04-JAN-06	"A"	"Minor -Philosophy BSE Mat Sc"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BSB"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSEMEC"	04-JAN-06	"A"	"Minor -Philosophy BSE Mech E"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BSJ"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSENAV"	04-JAN-06	"A"	"Minor -Philosophy BSE NAME"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BSQ"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSENER"	04-JAN-06	"A"	"Minor -Philosophy BSE Nuc E"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BSR"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSENG"	04-JAN-06	"A"	"Minor -Philosophy BS Eng"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BSG"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
